dish_id,caption,image_path,calories,protein,fat,carbs,cleaned_caption
dish_1567785778,"This plate contains 42.0g pineapple, 10.2g bell peppers, 54.0g berries, 10.2g cucumbers, 0.3g salt, 0.5g mustard, 9.1g olive oil, 0.5g garlic, 57.3g greek yogurt, 4.1g vinegar, 8.1g radishes, 61.3g milk, 14.4g chia seeds, and 38.0g sweet potato. It provides approximately 303.5 kcal, 11.7g protein, 15.2g fat, and 32.6g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1567785778/rgb.png,303.5,11.7,15.2,32.6,"This plate contains 42.0g pineapple, 10.2g bell peppers, 54.0g berries, 10.2g cucumbers, , 0.5g mustard, 9.1g olive oil, 0.5g garlic, 57.3g greek yogurt, 4.1g vinegar, 8.1g radishes, 61.3g milk, 14.4g chia seeds, and 38.0g sweet potato."
dish_1562613376,"This plate contains 0.6g salt, 0.5g garlic, 44.6g mustard greens, 2.7g kale, 0.3g jalapenos, 8.9g arugula, 8.9g figs, 1.8g goat cheese, 0.3g cilantro, 0.5g vinegar, 6.4g onions, 7.9g olive oil, 4.1g lemon juice, 80.3g steak, 76.9g squash, 8.9g apple, 10.7g white rice, and 2.7g pineapple. It provides approximately 372.0 kcal, 23.4g protein, 24.1g fat, and 16.7g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1562613376/rgb.png,372.0,23.4,24.1,16.7,"This plate contains , 0.5g garlic, 44.6g mustard greens, 2.7g kale, 0.3g jalapenos, 8.9g arugula, 8.9g figs, 1.8g goat cheese, 0.3g cilantro, 0.5g vinegar, 6.4g onions, 7.9g olive oil, 4.1g lemon juice, 80.3g steak, 76.9g squash, 8.9g apple, 10.7g white rice, and 2.7g pineapple."
dish_1558722871,"This plate contains 60.0g cauliflower. It provides approximately 15.0 kcal, 1.1g protein, 0.2g fat, and 3.0g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558722871/rgb.png,15.0,1.1,0.2,3.0,This plate contains 60.0g cauliflower.
dish_1568305198,"This plate contains 82.0g turkey bacon. It provides approximately 311.4 kcal, 23.9g protein, 23.0g fat, and 2.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1568305198/rgb.png,311.4,23.9,23.0,2.5,This plate contains 82.0g turkey bacon.
dish_1560527168,"This plate contains 2.3g tomatoes, 0.3g garlic, 69.0g potatoes, 3.7g olive oil, 3.7g cucumbers, 4.6g mustard greens, 0.1g salt, 0.2g mustard, 18.3g spinach (raw), 1.8g vinegar, 81.0g berries, and 34.0g bacon. It provides approximately 322.8 kcal, 15.3g protein, 18.4g fat, and 24.8g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1560527168/rgb.png,322.8,15.3,18.4,24.8,"This plate contains 2.3g tomatoes, 0.3g garlic, 69.0g potatoes, 3.7g olive oil, 3.7g cucumbers, 4.6g mustard greens, , 0.2g mustard, 18.3g spinach (raw), 1.8g vinegar, 81.0g berries, and 34.0g bacon."
dish_1562875159,"This plate contains 98.0g pizza. It provides approximately 260.7 kcal, 10.8g protein, 9.5g fat, and 32.3g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1562875159/rgb.png,260.7,10.8,9.5,32.3,This plate contains 98.0g pizza.
dish_1556575014,"This plate contains 62.0g olives. It provides approximately 71.3 kcal, 0.5g protein, 6.6g fat, and 3.9g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1556575014/rgb.png,71.3,0.5,6.6,3.9,This plate contains 62.0g olives.
dish_1563820775,"This plate contains 54.0g zucchini, 54.0g broccoli, and 54.0g squash. It provides approximately 38.1 kcal, 2.4g protein, 0.6g fat, and 7.1g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563820775/rgb.png,38.1,2.4,0.6,7.1,"This plate contains 54.0g zucchini, 54.0g broccoli, and 54.0g squash."
dish_1560798656,"This plate contains 108.0g cheese pizza. It provides approximately 287.2 kcal, 12.1g protein, 10.2g fat, and 36.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1560798656/rgb.png,287.2,12.1,10.2,36.2,This plate contains 108.0g cheese pizza.
dish_1558116547,"This plate contains 144.0g deprecated. It provides approximately 74.9 kcal, 20.2g protein, 0.3g fat, and 0.4g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558116547/rgb.png,74.9,20.2,0.3,0.4,This plate contains 144.0g deprecated.
dish_1558721345,"This plate contains 78.0g cauliflower. It provides approximately 19.5 kcal, 1.4g protein, 0.2g fat, and 3.9g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558721345/rgb.png,19.5,1.4,0.2,3.9,This plate contains 78.0g cauliflower.
dish_1566937992,"This plate contains 104.0g cheese pizza. It provides approximately 276.5 kcal, 11.6g protein, 9.8g fat, and 34.8g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1566937992/rgb.png,276.5,11.6,9.8,34.8,This plate contains 104.0g cheese pizza.
dish_1558725286,"This plate contains 97.0g broccoli, 132.0g almonds, and 79.0g cauliflower. It provides approximately 816.8 kcal, 33.3g protein, 66.0g fat, and 40.7g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558725286/rgb.png,816.8,33.3,66.0,40.7,"This plate contains 97.0g broccoli, 132.0g almonds, and 79.0g cauliflower."
dish_1559240510,"This plate contains 0.2g salt, 0.0g pepper, 0.4g olive oil, 58.0g cauliflower, 59.0g strawberries, 41.4g carrot, and 54.0g broccoli. It provides approximately 73.5 kcal, 3.1g protein, 1.1g fat, and 15.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1559240510/rgb.png,73.5,3.1,1.1,15.5,"This plate contains , 0.0g pepper, 0.4g olive oil, 58.0g cauliflower, 59.0g strawberries, 41.4g carrot, and 54.0g broccoli."
dish_1565382995,"This plate contains 57.0g spinach (raw), and 101.0g cucumbers. It provides approximately 23.2 kcal, 2.7g protein, 0.2g fat, and 4.1g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565382995/rgb.png,23.2,2.7,0.2,4.1,"This plate contains 57.0g spinach (raw), and 101.0g cucumbers."
dish_1566501067,"This plate contains 25.0g spinach (raw), 38.0g carrot, 34.0g parmesan cheese, 97.0g olives, and 112.0g chicken. It provides approximately 464.1 kcal, 49.6g protein, 24.3g fat, and 12.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1566501067/rgb.png,464.1,49.6,24.3,12.2,"This plate contains 25.0g spinach (raw), 38.0g carrot, 34.0g parmesan cheese, 97.0g olives, and 112.0g chicken."
dish_1558639979,"This plate contains 90.0g almonds. It provides approximately 520.3 kcal, 20.2g protein, 44.5g fat, and 20.4g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558639979/rgb.png,520.3,20.2,44.5,20.4,This plate contains 90.0g almonds.
dish_1560529804,"This plate contains 51.0g watermelon. It provides approximately 15.3 kcal, 0.3g protein, 0.1g fat, and 3.9g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1560529804/rgb.png,15.3,0.3,0.1,3.9,This plate contains 51.0g watermelon.
dish_1557863056,"This plate contains 47.0g avocado. It provides approximately 75.2 kcal, 0.9g protein, 7.0g fat, and 4.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1557863056/rgb.png,75.2,0.9,7.0,4.2,This plate contains 47.0g avocado.
dish_1565210037,"This plate contains 36.1g green beans, 3.3g vinegar, 0.1g pepper, 82.7g brussels sprouts, 66.1g white rice, 72.5g pineapple, 16.5g kale, 3.3g garlic, 1.7g cilantro, 1.2g salt, 3.3g lemon juice, 5.1g olive oil, 23.1g onions, and 31.0g chicken thighs. It provides approximately 291.8 kcal, 14.1g protein, 8.3g fat, and 42.8g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565210037/rgb.png,291.8,14.1,8.3,42.8,"This plate contains 36.1g green beans, 3.3g vinegar, 0.1g pepper, 82.7g brussels sprouts, 66.1g white rice, 72.5g pineapple, 16.5g kale, 3.3g garlic, 1.7g cilantro, , 3.3g lemon juice, 5.1g olive oil, 23.1g onions, and 31.0g chicken thighs."
dish_1559240382,"This plate contains 0.2g salt, 0.0g pepper, 41.4g carrot, and 0.4g olive oil. It provides approximately 20.6 kcal, 0.4g protein, 0.5g fat, and 4.1g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1559240382/rgb.png,20.6,0.4,0.5,4.1,"This plate contains , 0.0g pepper, 41.4g carrot, and 0.4g olive oil."
dish_1568060722,"This plate contains 64.0g avocado, 61.0g mixed greens, 36.0g onions, and 198.0g chicken. It provides approximately 460.6 kcal, 64.4g protein, 17.0g fat, and 12.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1568060722/rgb.png,460.6,64.4,17.0,12.2,"This plate contains 64.0g avocado, 61.0g mixed greens, 36.0g onions, and 198.0g chicken."
dish_1562603569,"This plate contains 14.0g bacon, 1.2g olive oil, and 46.8g sweet potato. It provides approximately 121.7 kcal, 5.6g protein, 7.1g fat, and 8.6g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1562603569/rgb.png,121.7,5.6,7.1,8.6,"This plate contains 14.0g bacon, 1.2g olive oil, and 46.8g sweet potato."
dish_1565726949,"This plate contains 51.0g roasted potatoes, 0.7g mustard, 9.0g onions, 6.2g shallots, 3.1g vinegar, 37.0g arugula, 92.4g beef, 0.5g celery root, 3.1g bok choy, 12.3g millet, 3.1g spinach (cooked), 0.5g salt, 63.4g broccoli, 3.0g cranberries, 8.9g olive oil, and 77.9g squash. It provides approximately 451.5 kcal, 29.1g protein, 27.1g fat, and 22.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565726949/rgb.png,451.5,29.1,27.1,22.2,"This plate contains 51.0g roasted potatoes, 0.7g mustard, 9.0g onions, 6.2g shallots, 3.1g vinegar, 37.0g arugula, 92.4g beef, 0.5g celery root, 3.1g bok choy, 12.3g millet, 3.1g spinach (cooked), , 63.4g broccoli, 3.0g cranberries, 8.9g olive oil, and 77.9g squash."
dish_1561741139,"This plate contains 20.0g bacon. It provides approximately 108.2 kcal, 7.4g protein, 8.4g fat, and 0.3g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1561741139/rgb.png,108.2,7.4,8.4,0.3,This plate contains 20.0g bacon.
dish_1563218987,"This plate contains 41.0g pepperoni pizza, 100.4g pork, 3.3g arugula, 13.4g white rice, 0.2g salt, 0.7g garlic, 0.7g olive oil, 0.3g parsley, 6.7g zucchini, 4.7g onions, and 0.7g rosemary. It provides approximately 383.6 kcal, 31.7g protein, 19.8g fat, and 18.0g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563218987/rgb.png,383.6,31.7,19.8,18.0,"This plate contains 41.0g pepperoni pizza, 100.4g pork, 3.3g arugula, 13.4g white rice, , 0.7g garlic, 0.7g olive oil, 0.3g parsley, 6.7g zucchini, 4.7g onions, and 0.7g rosemary."
dish_1563824130,"This plate contains 67.0g couscous, 0.1g pepper, 22.0g squash, 0.7g olive oil, 22.0g zucchini, 0.3g salt, 22.0g broccoli, and 67.9g turnips. It provides approximately 111.3 kcal, 4.0g protein, 1.1g fat, and 21.8g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563824130/rgb.png,111.3,4.0,1.1,21.8,"This plate contains 67.0g couscous, 0.1g pepper, 22.0g squash, 0.7g olive oil, 22.0g zucchini, , 22.0g broccoli, and 67.9g turnips."
dish_1558640145,"This plate contains 98.0g carrot, 116.0g apple, and 73.0g corn on the cob. It provides approximately 178.0 kcal, 3.5g protein, 2.2g fat, and 42.1g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558640145/rgb.png,178.0,3.5,2.2,42.1,"This plate contains 98.0g carrot, 116.0g apple, and 73.0g corn on the cob."
dish_1558115047,"This plate contains 49.0g mixed greens, 20.0g almonds, and 143.0g deprecated. It provides approximately 203.7 kcal, 25.6g protein, 10.4g fat, and 7.6g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558115047/rgb.png,203.7,25.6,10.4,7.6,"This plate contains 49.0g mixed greens, 20.0g almonds, and 143.0g deprecated."
dish_1566402123,"This plate contains 446.0g egg whites, 80.0g watermelon, 61.8g yam, 61.8g sweet potato, and 7.4g olive oil. It provides approximately 445.1 kcal, 46.7g protein, 8.6g fat, and 38.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1566402123/rgb.png,445.1,46.7,8.6,38.5,"This plate contains 446.0g egg whites, 80.0g watermelon, 61.8g yam, 61.8g sweet potato, and 7.4g olive oil."
dish_1558630488,"This plate contains 88.0g cantaloupe. It provides approximately 29.9 kcal, 0.7g protein, 0.2g fat, and 7.0g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558630488/rgb.png,29.9,0.7,0.2,7.0,This plate contains 88.0g cantaloupe.
dish_1559678367,"This plate contains 0.5g salt, 1.5g garlic, 9.8g tomatoes, 1.0g mustard, 15.7g cucumbers, 15.7g olive oil, 19.6g mustard greens, 65.0g broccoli, 78.4g spinach (raw), and 7.8g vinegar. It provides approximately 192.4 kcal, 4.8g protein, 16.4g fat, and 9.8g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1559678367/rgb.png,192.4,4.8,16.4,9.8,"This plate contains , 1.5g garlic, 9.8g tomatoes, 1.0g mustard, 15.7g cucumbers, 15.7g olive oil, 19.6g mustard greens, 65.0g broccoli, 78.4g spinach (raw), and 7.8g vinegar."
dish_1560453328,"This plate contains 78.0g kimchi, 18.9g brown rice, 2.4g squash, 4.7g wheat berry, 0.1g rosemary, 0.2g parsley, 47.3g chicken, 0.2g garlic, 94.6g salmon, 4.8g pepper, 3.8g arugula, 1.2g spinach (raw), 0.2g thyme, 4.5g olive oil, 0.1g basil, 0.2g lemon juice, 2.4g zucchini, and 0.3g salt. It provides approximately 340.1 kcal, 39.6g protein, 14.2g fat, and 10.7g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1560453328/rgb.png,340.1,39.6,14.2,10.7,"This plate contains 78.0g kimchi, 18.9g brown rice, 2.4g squash, 4.7g wheat berry, 0.1g rosemary, 0.2g parsley, 47.3g chicken, 0.2g garlic, 94.6g salmon, 4.8g pepper, 3.8g arugula, 1.2g spinach (raw), 0.2g thyme, 4.5g olive oil, 0.1g basil, 0.2g lemon juice, 2.4g zucchini, and ."
dish_1566329049,"This plate contains 10.2g bell peppers, 89.0g cauliflower, 58.0g beef, 4.1g jalapenos, 4.1g spinach (raw), 86.6g brussels sprouts, 6.0g onions, 5.3g olive oil, 0.5g pepper, 2.0g garlic, 2.5g salt, 3.9g shallots, 1.9g spinach (cooked), 81.5g chicken, 1.9g bok choy, 28.1g millet, 0.1g vinegar, 89.0g cheese pizza, 10.2g tomatoes, and 90.0g fried rice. It provides approximately 814.9 kcal, 60.9g protein, 28.3g fat, and 79.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1566329049/rgb.png,814.9,60.9,28.3,79.2,"This plate contains 10.2g bell peppers, 89.0g cauliflower, 58.0g beef, 4.1g jalapenos, 4.1g spinach (raw), 86.6g brussels sprouts, 6.0g onions, 5.3g olive oil, 0.5g pepper, 2.0g garlic, , 3.9g shallots, 1.9g spinach (cooked), 81.5g chicken, 1.9g bok choy, 28.1g millet, 0.1g vinegar, 89.0g cheese pizza, 10.2g tomatoes, and 90.0g fried rice."
dish_1562945186,"This plate contains 65.4g broccoli, 65.5g greek yogurt, 16.4g chia seeds, 70.1g milk, and 1.6g olive oil. It provides approximately 191.5 kcal, 13.4g protein, 8.6g fat, and 17.3g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1562945186/rgb.png,191.5,13.4,8.6,17.3,"This plate contains 65.4g broccoli, 65.5g greek yogurt, 16.4g chia seeds, 70.1g milk, and 1.6g olive oil."
dish_1564170283,"This plate contains 0.4g onions, 49.1g cheese, 163.7g chicken thighs, 0.8g olive oil, 1.6g cilantro, 16.4g tomatoes, 65.5g tortilla, 1.4g chili, 0.4g salt, and 1.6g garlic. It provides approximately 646.6 kcal, 55.6g protein, 32.6g fat, and 32.0g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1564170283/rgb.png,646.6,55.6,32.6,32.0,"This plate contains 0.4g onions, 49.1g cheese, 163.7g chicken thighs, 0.8g olive oil, 1.6g cilantro, 16.4g tomatoes, 65.5g tortilla, 1.4g chili, , and 1.6g garlic."
dish_1563217774,"This plate contains 2.0g cilantro, 20.2g cherry tomatoes, 20.2g mangos, 60.5g arugula, 2.0g jalapenos, 0.3g salt, 4.0g onions, 2.0g olive oil, 40.4g mustard greens, 20.2g cucumbers, 3.0g lime, 67.0g broccoli, 20.2g tomatoes, and 3.0g lemon juice. It provides approximately 96.1 kcal, 5.2g protein, 3.2g fat, and 15.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563217774/rgb.png,96.1,5.2,3.2,15.5,"This plate contains 2.0g cilantro, 20.2g cherry tomatoes, 20.2g mangos, 60.5g arugula, 2.0g jalapenos, , 4.0g onions, 2.0g olive oil, 40.4g mustard greens, 20.2g cucumbers, 3.0g lime, 67.0g broccoli, 20.2g tomatoes, and 3.0g lemon juice."
dish_1565728494,"This plate contains 0.8g bok choy, 0.1g salt, 0.5g parsley, 1.3g spinach (raw), 0.0g vinegar, 1.2g olive oil, 0.8g onions, 23.0g roasted potatoes, 3.4g millet, 51.3g chicken, 25.2g beef, 5.1g wheat berry, 0.1g thyme, 0.3g lemon juice, 0.3g garlic, 1.7g shallots, 47.0g cheese pizza, and 0.8g spinach (cooked). It provides approximately 326.3 kcal, 28.7g protein, 12.9g fat, and 22.1g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565728494/rgb.png,326.3,28.7,12.9,22.1,"This plate contains 0.8g bok choy, , 0.5g parsley, 1.3g spinach (raw), 0.0g vinegar, 1.2g olive oil, 0.8g onions, 23.0g roasted potatoes, 3.4g millet, 51.3g chicken, 25.2g beef, 5.1g wheat berry, 0.1g thyme, 0.3g lemon juice, 0.3g garlic, 1.7g shallots, 47.0g cheese pizza, and 0.8g spinach (cooked)."
dish_1558380152,"This plate contains 143.0g deprecated. It provides approximately 74.4 kcal, 20.0g protein, 0.3g fat, and 0.4g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558380152/rgb.png,74.4,20.0,0.3,0.4,This plate contains 143.0g deprecated.
dish_1560799277,"This plate contains 37.0g pizza, and 36.0g broccoli. It provides approximately 111.0 kcal, 4.9g protein, 3.7g fat, and 14.7g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1560799277/rgb.png,111.0,4.9,3.7,14.7,"This plate contains 37.0g pizza, and 36.0g broccoli."
dish_1558639440,"This plate contains 116.0g apple. It provides approximately 60.3 kcal, 0.3g protein, 0.2g fat, and 16.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558639440/rgb.png,60.3,0.3,0.2,16.2,This plate contains 116.0g apple.
dish_1564082212,"This plate contains 5.5g sugar, 0.2g pepper, 3.2g garlic, 2.9g soy sauce, 1.0g lemon juice, 6.9g chard, 27.5g brown rice, 51.5g pork, 7.4g white rice, 275.4g chicken, 7.4g bok choy, 0.3g chive, 27.5g carrot, 5.5g olive oil, 0.3g basil, 0.3g rosemary, 0.3g parsley, and 1.7g salt. It provides approximately 707.9 kcal, 100.6g protein, 23.0g fat, and 18.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1564082212/rgb.png,707.9,100.6,23.0,18.5,"This plate contains , 0.2g pepper, 3.2g garlic, 2.9g soy sauce, 1.0g lemon juice, 6.9g chard, 27.5g brown rice, 51.5g pork, 7.4g white rice, 275.4g chicken, 7.4g bok choy, 0.3g chive, 27.5g carrot, 5.5g olive oil, 0.3g basil, 0.3g rosemary, 0.3g parsley, and ."
dish_1563206601,"This plate contains 32.1g sweet potato, 3.8g olive oil, 17.0g turkey bacon, 252.0g egg whites, and 32.1g yam. It provides approximately 293.8 kcal, 31.0g protein, 9.2g fat, and 17.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563206601/rgb.png,293.8,31.0,9.2,17.5,"This plate contains 32.1g sweet potato, 3.8g olive oil, 17.0g turkey bacon, 252.0g egg whites, and 32.1g yam."
dish_1562614088,"This plate contains 67.0g broccoli. It provides approximately 23.4 kcal, 1.6g protein, 0.3g fat, and 4.7g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1562614088/rgb.png,23.4,1.6,0.3,4.7,This plate contains 67.0g broccoli.
dish_1563222850,"This plate contains 0.1g parsley, 0.1g thyme, 20.7g pork, 1.5g parmesan cheese, 1.5g spinach (raw), 2.9g cherry tomatoes, 0.7g garlic, 1.0g onions, 0.1g salt, 0.1g rosemary, 1.4g zucchini, 65.0g broccoli, 0.4g olive oil, 0.7g arugula, 48.0g pepperoni pizza, 5.8g wheat berry, 21.0g brown rice, 58.3g chicken breast, and 2.8g white rice. It provides approximately 348.4 kcal, 32.4g protein, 12.1g fat, and 27.3g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563222850/rgb.png,348.4,32.4,12.1,27.3,"This plate contains 0.1g parsley, 0.1g thyme, 20.7g pork, 1.5g parmesan cheese, 1.5g spinach (raw), 2.9g cherry tomatoes, 0.7g garlic, 1.0g onions, , 0.1g rosemary, 1.4g zucchini, 65.0g broccoli, 0.4g olive oil, 0.7g arugula, 48.0g pepperoni pizza, 5.8g wheat berry, 21.0g brown rice, 58.3g chicken breast, and 2.8g white rice."
dish_1565711115,"This plate contains 33.0g bacon, and 275.0g egg whites. It provides approximately 321.5 kcal, 39.7g protein, 14.4g fat, and 2.4g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565711115/rgb.png,321.5,39.7,14.4,2.4,"This plate contains 33.0g bacon, and 275.0g egg whites."
dish_1563304925,"This plate contains 0.3g chili, 6.4g white rice, 0.3g soy sauce, 0.3g orange juice, 0.6g onions, 3.8g parsley, 8.1g olive oil, 1.0g thyme, 0.3g green onions, 47.8g beef, 38.2g wheat berry, 381.5g chicken, 9.5g spinach (raw), 1.9g lemon juice, 1.6g kale, 0.3g vinegar, 3.2g broccoli, 2.2g garlic, 0.6g salt, and 0.1g shallots. It provides approximately 874.5 kcal, 133.2g protein, 29.3g fat, and 11.3g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563304925/rgb.png,874.5,133.2,29.3,11.3,"This plate contains 0.3g chili, 6.4g white rice, 0.3g soy sauce, 0.3g orange juice, 0.6g onions, 3.8g parsley, 8.1g olive oil, 1.0g thyme, 0.3g green onions, 47.8g beef, 38.2g wheat berry, 381.5g chicken, 9.5g spinach (raw), 1.9g lemon juice, 1.6g kale, 0.3g vinegar, 3.2g broccoli, 2.2g garlic, , and 0.1g shallots."
dish_1564775216,"This plate contains 0.9g garlic, 92.9g salmon, 0.9g pickles, 1.9g pepper, 4.6g arugula, 14.9g mayonnaise, 18.6g lentils, 7.1g olive oil, 1.6g onions, 0.9g lemon juice, 0.2g chive, 0.3g salt, 122.9g broccoli, 1.6g spinach (cooked), 1.6g bok choy, 4.6g cherry tomatoes, 48.1g beef, 4.6g kale, 0.9g parsley, 0.1g vinegar, 6.4g millet, and 4.1g shallots. It provides approximately 530.6 kcal, 40.4g protein, 33.6g fat, and 15.7g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1564775216/rgb.png,530.6,40.4,33.6,15.7,"This plate contains 0.9g garlic, 92.9g salmon, 0.9g pickles, 1.9g pepper, 4.6g arugula, 14.9g mayonnaise, 18.6g lentils, 7.1g olive oil, 1.6g onions, 0.9g lemon juice, 0.2g chive, , 122.9g broccoli, 1.6g spinach (cooked), 1.6g bok choy, 4.6g cherry tomatoes, 48.1g beef, 4.6g kale, 0.9g parsley, 0.1g vinegar, 6.4g millet, and 4.1g shallots."
dish_1559238608,"This plate contains 109.0g berries, 127.0g orange, and 202.0g pears. It provides approximately 237.4 kcal, 2.7g protein, 0.7g fat, and 61.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1559238608/rgb.png,237.4,2.7,0.7,61.2,"This plate contains 109.0g berries, 127.0g orange, and 202.0g pears."
dish_1568319838,"This plate contains 2.3g onions, 92.0g pizza, 0.7g mustard, 14.3g bell peppers, 1.2g lemon juice, 1.2g cilantro, 0.6g salt, 116.8g salmon, 5.7g vinegar, 5.8g spinach (raw), 1.2g jalapenos, 14.3g cucumbers, 12.3g olive oil, 0.6g ginger, 0.1g lime, 4.2g garlic, 3.5g shallots, 0.3g chili, 11.4g radishes, and 23.4g brown rice. It provides approximately 607.5 kcal, 39.9g protein, 30.9g fat, and 40.0g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1568319838/rgb.png,607.5,39.9,30.9,40.0,"This plate contains 2.3g onions, 92.0g pizza, 0.7g mustard, 14.3g bell peppers, 1.2g lemon juice, 1.2g cilantro, , 116.8g salmon, 5.7g vinegar, 5.8g spinach (raw), 1.2g jalapenos, 14.3g cucumbers, 12.3g olive oil, 0.6g ginger, 0.1g lime, 4.2g garlic, 3.5g shallots, 0.3g chili, 11.4g radishes, and 23.4g brown rice."
dish_1558630176,"This plate contains 142.0g apple. It provides approximately 73.8 kcal, 0.4g protein, 0.3g fat, and 19.9g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558630176/rgb.png,73.8,0.4,0.3,19.9,This plate contains 142.0g apple.
dish_1563220087,"This plate contains 46.0g broccoli, and 52.0g pepperoni pizza. It provides approximately 162.7 kcal, 7.3g protein, 6.4g fat, and 19.9g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563220087/rgb.png,162.7,7.3,6.4,19.9,"This plate contains 46.0g broccoli, and 52.0g pepperoni pizza."
